Rivers,Gauge Sites,Date,Up Stream,Down Stream
CHENAB,Qadirabad,22-Jun-19,28324,9324
CHENAB,Trimmu,22-Jun-19,63196,52596
CHENAB,Punjnad,22-Jun-19,23898,9398
RAVI,Jassar,22-Jun-19,-,2129
RAVI,Balloki,22-Jun-19,33090,9090
RAVI,Sidhnai,22-Jun-19,13922,1322
SUTLEJ,Sulemanki,22-Jun-19,12326,617
SUTLEJ,Islam,22-Jun-19,1999,799
INDUS,Kalabagh,22-Jun-19,178053,171053
INDUS,Chashma,22-Jun-19,159392,149941
INDUS,Taunsa,22-Jun-19,156111,138554
INDUS,Guddu,22-Jun-19,122387,90329
INDUS,Sukkar,22-Jun-19,76605,34630
INDUS,Kotri,22-Jun-19,18355,Nil
JHELUM,Kotli,22-Jun-19,-,3900
JHELUM,Mangla,22-Jun-19,52000,105150
JHELUM,Rasul,22-Jun-19,107573,85548
CHENAB,Jammu Tavi,22-Jun-19,-,-
CHENAB,Marala,22-Jun-19,42035,11512
CHENAB,Khanki,22-Jun-19,14784,7284
CHENAB,Qadirabad,22-Jun-19,30897,11897
CHENAB,Trimmu,22-Jun-19,63196,52596
CHENAB,Punjnad,22-Jun-19,25390,10890
RAVI,Jassar,22-Jun-19,-,1941
RAVI,Balloki,22-Jun-19,33090,9090
RAVI,Sidhnai,22-Jun-19,13922,1322
SUTLEJ,Sulemanki,22-Jun-19,12326,617
SUTLEJ,Islam,22-Jun-19,1999,799
INDUS,Kalabagh,22-Jun-19,179962,172962
INDUS,Chashma,22-Jun-19,156680,150180
INDUS,Taunsa,22-Jun-19,150317,136270
INDUS,Guddu,22-Jun-19,119756,88163
INDUS,Sukkar,22-Jun-19,79605,37010
INDUS,Kotri,22-Jun-19,18565,NiL
JHELUM,Kotli,22-Jun-19,0,4270
JHELUM,Mangla,22-Jun-19,55000,104943
JHELUM,Rasul,22-Jun-19,107573,85548
CHENAB,Jammu Tavi,22-Jun-19,0,0
CHENAB,Marala,22-Jun-19,38261,7738
CHENAB,Khanki,22-Jun-19,9321,1821
CHENAB,Qadirabad,22-Jun-19,24399,5399
CHENAB,Trimmu,22-Jun-19,64196,52596
CHENAB,Punjnad,22-Jun-19,26535,12235
RAVI,Jassar,22-Jun-19,0,1941
RAVI,Balloki,22-Jun-19,33655,6455
RAVI,Sidhnai,22-Jun-19,14372,1322
SUTLEJ,Sulemanki,22-Jun-19,11612,NiL
SUTLEJ,Islam,22-Jun-19,1500,NiL
INDUS,Kalabagh,22-Jun-19,166454,159454
INDUS,Chashma,22-Jun-19,157654,150034
INDUS,Taunsa,22-Jun-19,156111,138554
INDUS,Guddu,22-Jun-19,122367,90329
INDUS,Sukkar,22-Jun-19,76605,34630
INDUS,Kotri,22-Jun-19,18355,Nil
JHELUM,Kotli,22-Jun-19,-,3900
JHELUM,Mangla,22-Jun-19,53000,105150
JHELUM,Rasul,22-Jun-19,107573,85548
CHENAB,Jammu Tavi,22-Jun-19,-,-
CHENAB,Marala,22-Jun-19,38261,7738
CHENAB,Khanki,22-Jun-19,11142,3642
CHENAB,Qadirabad,22-Jun-19,28324,9324
CHENAB,Trimmu,22-Jun-19,63967,52596
CHENAB,Punjnad,22-Jun-19,25390,10890
RAVI,Jassar,22-Jun-19,-,1753
RAVI,Balloki,22-Jun-19,33970,9970
RAVI,Sidhnai,22-Jun-19,13922,1322
SUTLEJ,Sulemanki,22-Jun-19,11417,Nil
SUTLEJ,Islam,22-Jun-19,1500,Nil
INDUS,Kalabagh,23-Jun-19,149779,142779
INDUS,Chashma,23-Jun-19,157537,149917
INDUS,Taunsa,23-Jun-19,150317,136270
INDUS,Guddu,23-Jun-19,120931,89188
INDUS,Sukkar,23-Jun-19,79605,37010
INDUS,Kotri,23-Jun-19,18565,Nil
JHELUM,Kotli,23-Jun-19,-,3780
JHELUM,Mangla,23-Jun-19,51000,105150
JHELUM,Rasul,23-Jun-19,107573,85548
CHENAB,Jammu Tavi,23-Jun-19,-,-
CHENAB,Marala,23-Jun-19,42035,11512
CHENAB,Khanki,23-Jun-19,13896,6396
CHENAB,Qadirabad,23-Jun-19,28324,9324
CHENAB,Trimmu,23-Jun-19,64196,52596
CHENAB,Punjnad,23-Jun-19,25390,10890
RAVI,Jassar,23-Jun-19,-,1753
RAVI,Balloki,23-Jun-19,33410,8210
RAVI,Sidhnai,23-Jun-19,13922,1322
SUTLEJ,Sulemanki,23-Jun-19,11612,Nil
SUTLEJ,Islam,23-Jun-19,1500,Nil
INDUS,Kalabagh,23-Jun-19,160585,153585
INDUS,Chashma,23-Jun-19,156437,149937
INDUS,Taunsa,23-Jun-19,150317,136270
INDUS,Guddu,23-Jun-19,120931,89188
INDUS,Sukkar,23-Jun-19,79605,37010
INDUS,Kotri,23-Jun-19,18565,Nil
JHELUM,Kotli,23-Jun-19,-,4020
JHELUM,Mangla,23-Jun-19,56000,104943
JHELUM,Rasul,23-Jun-19,107573,85548
CHENAB,Jammu Tavi,23-Jun-19,-,-
CHENAB,Marala,23-Jun-19,42035,11512
CHENAB,Khanki,23-Jun-19,12963,5463
CHENAB,Qadirabad,23-Jun-19,24399,5399
CHENAB,Trimmu,23-Jun-19,64196,52596
CHENAB,Punjnad,23-Jun-19,26535,12235
RAVI,Jassar,23-Jun-19,-,1847
RAVI,Balloki,23-Jun-19,34610,8210
RAVI,Sidhnai,23-Jun-19,14583,1983
SUTLEJ,Sulemanki,23-Jun-19,11612,Nil
SUTLEJ,Islam,23-Jun-19,1500,Nil
INDUS,Kalabagh,23-Jun-19,179962,172962
INDUS,Chashma,23-Jun-19,156680,150180
INDUS,Taunsa,23-Jun-19,150317,136270
INDUS,Guddu,23-Jun-19,119756,88163
INDUS,Sukkar,23-Jun-19,79605,37010
INDUS,Kotri,23-Jun-19,18565,NiL
JHELUM,Kotli,23-Jun-19,0,4270
JHELUM,Mangla,23-Jun-19,55000,104943
JHELUM,Rasul,23-Jun-19,107573,85548
CHENAB,Jammu Tavi,23-Jun-19,0,0
CHENAB,Marala,23-Jun-19,38261,7738
CHENAB,Khanki,23-Jun-19,9321,1821
CHENAB,Qadirabad,23-Jun-19,24399,5399
CHENAB,Trimmu,23-Jun-19,64196,52596
CHENAB,Punjnad,23-Jun-19,26535,12235
RAVI,Jassar,23-Jun-19,0,1941
RAVI,Balloki,23-Jun-19,33655,6455
RAVI,Sidhnai,23-Jun-19,14372,1322
SUTLEJ,Sulemanki,23-Jun-19,11612,NiL
SUTLEJ,Islam,23-Jun-19,1500,NiL
INDUS,Kalabagh,23-Jun-19,193604,186604
INDUS,Chashma,23-Jun-19,156494,149994
INDUS,Taunsa,23-Jun-19,150317,136270
INDUS,Guddu,23-Jun-19,119756,88163
INDUS,Sukkar,23-Jun-19,79605,37010
INDUS,Kotri,23-Jun-19,18565,NiL
JHELUM,Kotli,23-Jun-19,,4270
JHELUM,Mangla,23-Jun-19,52000,104943
JHELUM,Rasul,23-Jun-19,108457,86432
CHENAB,Jammu Tavi,23-Jun-19,,
CHENAB,Marala,23-Jun-19,42035,11512
CHENAB,Khanki,23-Jun-19,12963,5463
CHENAB,Qadirabad,23-Jun-19,24399,5399
CHENAB,Trimmu,23-Jun-19,63996,52596
CHENAB,Punjnad,23-Jun-19,26535,12235
RAVI,Jassar,23-Jun-19,,2035
RAVI,Balloki,23-Jun-19,34055,6455
RAVI,Sidhnai,23-Jun-19,15172,1322
SUTLEJ,Sulemanki,23-Jun-19,11612,NiL
SUTLEJ,Islam,23-Jun-19,1500,NiL
INDUS,Kalabagh,24-Jun-19,168363,161363
INDUS,Chashma,24-Jun-19,157552,149814
INDUS,Taunsa,24-Jun-19,154430,139468
INDUS,Guddu,24-Jun-19,117865,86122
INDUS,Sukkar,24-Jun-19,81165,38190
INDUS,Kotri,24-Jun-19,18565,NiL
JHELUM,Kotli,24-Jun-19,,5640
JHELUM,Mangla,24-Jun-19,50000,101519
JHELUM,Rasul,24-Jun-19,108457,86432
CHENAB,Jammu Tavi,24-Jun-19,,
CHENAB,Marala,24-Jun-19,42035,11512
CHENAB,Khanki,24-Jun-19,11142,3642
CHENAB,Qadirabad,24-Jun-19,21749,2749
CHENAB,Trimmu,24-Jun-19,65404,54004
CHENAB,Punjnad,24-Jun-19,31723,17423
RAVI,Jassar,24-Jun-19,,2129
RAVI,Balloki,24-Jun-19,34055,6455
RAVI,Sidhnai,24-Jun-19,14422,1322
SUTLEJ,Sulemanki,24-Jun-19,11612,NiL
SUTLEJ,Islam,24-Jun-19,1000,NiL
INDUS,Kalabagh,24-Jun-19,168363,161363
INDUS,Chashma,24-Jun-19,157781,150043
INDUS,Taunsa,24-Jun-19,154430,139468
INDUS,Guddu,24-Jun-19,117865,86122
INDUS,Sukkar,24-Jun-19,81165,38190
INDUS,Kotri,24-Jun-19,18565,Nil
JHELUM,Kotli,24-Jun-19,-,4400
JHELUM,Mangla,24-Jun-19,50900,101521
JHELUM,Rasul,24-Jun-19,108457,86432
CHENAB,Jammu Tavi,24-Jun-19,-,-
CHENAB,Marala,24-Jun-19,45809,15286
CHENAB,Khanki,24-Jun-19,9321,1821
CHENAB,Qadirabad,24-Jun-19,23074,4074
CHENAB,Trimmu,24-Jun-19,65404,54004
CHENAB,Punjnad,24-Jun-19,32672,17972
RAVI,Jassar,24-Jun-19,-,1941
RAVI,Balloki,24-Jun-19,35810,8210
RAVI,Sidhnai,24-Jun-19,14622,1322
SUTLEJ,Sulemanki,24-Jun-19,11612,Nil
SUTLEJ,Islam,24-Jun-19,1000,Nil
INDUS,Kalabagh,24-Jun-19,169451,162451
INDUS,Chashma,24-Jun-19,157948,150033
INDUS,Taunsa,24-Jun-19,154430,139468
INDUS,Guddu,24-Jun-19,117865,86122
INDUS,Sukkar,24-Jun-19,81165,38190
INDUS,Kotri,24-Jun-19,18565,NiL
JHELUM,Kotli,24-Jun-19,-,4150
JHELUM,Mangla,24-Jun-19,56200,101521
JHELUM,Rasul,24-Jun-19,105683,83658
CHENAB,Jammu Tavi,24-Jun-19,-,-
CHENAB,Marala,24-Jun-19,45809,15286
CHENAB,Khanki,24-Jun-19,14784,7284
CHENAB,Qadirabad,24-Jun-19,20350,NiL
CHENAB,Trimmu,24-Jun-19,68619,57219
CHENAB,Punjnad,24-Jun-19,32672,17972
RAVI,Jassar,24-Jun-19,-,2129
RAVI,Balloki,24-Jun-19,35810,8210
RAVI,Sidhnai,24-Jun-19,13961,661
SUTLEJ,Sulemanki,24-Jun-19,11612,NiL
SUTLEJ,Islam,24-Jun-19,400,NiL
INDUS,Kalabagh,24-Jun-19,176143,169143
INDUS,Chashma,24-Jun-19,182139,175639
INDUS,Taunsa,24-Jun-19,154430,139468
INDUS,Guddu,24-Jun-19,117865,86122
INDUS,Sukkar,24-Jun-19,81165,38190
INDUS,Kotri,24-Jun-19,18565,Nil
JHELUM,Kotli,24-Jun-19,-,4020
JHELUM,Mangla,24-Jun-19,56000,110295
JHELUM,Rasul,24-Jun-19,105683,83658
CHENAB,Jammu Tavi,24-Jun-19,-,-
CHENAB,Marala,24-Jun-19,45809,15286
CHENAB,Khanki,24-Jun-19,14784,7284
CHENAB,Qadirabad,24-Jun-19,24224,2749
CHENAB,Trimmu,24-Jun-19,68942,57219
CHENAB,Punjnad,24-Jun-19,32672,17972
RAVI,Jassar,24-Jun-19,-,2382
RAVI,Balloki,24-Jun-19,36210,8210
RAVI,Sidhnai,24-Jun-19,14461,661
SUTLEJ,Sulemanki,24-Jun-19,11661,NR
SUTLEJ,Islam,24-Jun-19,400,NR
INDUS,Kalabagh,25-Jun-19,171378,164378
INDUS,Chashma,25-Jun-19,182355,175855
INDUS,Taunsa,25-Jun-19,154430,139421
INDUS,Guddu,25-Jun-19,122066,88169
INDUS,Sukkar,25-Jun-19,78215,36100
INDUS,Kotri,25-Jun-19,18565,NR
JHELUM,Kotli,25-Jun-19,-,3900
JHELUM,Mangla,25-Jun-19,58000,105895
JHELUM,Rasul,25-Jun-19,105683,83658
CHENAB,Jammu Tavi,25-Jun-19,-,-
CHENAB,Marala,25-Jun-19,49583,19060
CHENAB,Khanki,25-Jun-19,14784,7284
CHENAB,Qadirabad,25-Jun-19,26074,4074
CHENAB,Trimmu,25-Jun-19,69619,57219
CHENAB,Punjnad,25-Jun-19,32672,17972
RAVI,Jassar,25-Jun-19,-,2635
RAVI,Balloki,25-Jun-19,36410,8210
RAVI,Sidhnai,25-Jun-19,14461,661
SUTLEJ,Sulemanki,25-Jun-19,12901,1240
SUTLEJ,Islam,25-Jun-19,400,NR
INDUS,Kalabagh,25-Jun-19,171378,164378
INDUS,Chashma,25-Jun-19,166530,160030
INDUS,Taunsa,25-Jun-19,154430,139421
INDUS,Guddu,25-Jun-19,123049,89630
INDUS,Sukkar,25-Jun-19,78215,36100
INDUS,Kotri,25-Jun-19,18565,NiL
JHELUM,Kotli,25-Jun-19,-,3780
JHELUM,Mangla,25-Jun-19,58300,95563
JHELUM,Rasul,25-Jun-19,105683,83658
CHENAB,Jammu Tavi,25-Jun-19,-,-
CHENAB,Marala,25-Jun-19,49583,19060
CHENAB,Khanki,25-Jun-19,20255,12755
CHENAB,Qadirabad,25-Jun-19,26074,4074
CHENAB,Trimmu,25-Jun-19,69619,57219
CHENAB,Punjnad,25-Jun-19,36152,23052
RAVI,Jassar,25-Jun-19,-,1847
RAVI,Balloki,25-Jun-19,35855,6455
RAVI,Sidhnai,25-Jun-19,15422,1322
SUTLEJ,Sulemanki,25-Jun-19,12901,1240
SUTLEJ,Islam,25-Jun-19,400,NiL
INDUS,Kalabagh,25-Jun-19,194735,187335
INDUS,Chashma,25-Jun-19,166488,159988
INDUS,Taunsa,25-Jun-19,154430,139421
INDUS,Guddu,25-Jun-19,123930,90033
INDUS,Sukkar,25-Jun-19,78215,36100
INDUS,Kotri,25-Jun-19,18565,Nil
JHELUM,Kotli,25-Jun-19,-,3780
JHELUM,Mangla,25-Jun-19,56000,79141
JHELUM,Rasul,25-Jun-19,105683,83658
CHENAB,Jammu Tavi,25-Jun-19,-,-
CHENAB,Marala,25-Jun-19,45809,15286
CHENAB,Khanki,25-Jun-19,20255,12755
CHENAB,Qadirabad,25-Jun-19,30027,8027
CHENAB,Trimmu,25-Jun-19,70505,57219
CHENAB,Punjnad,25-Jun-19,36152,23052
RAVI,Jassar,25-Jun-19,-,1753
RAVI,Balloki,25-Jun-19,35580,5580
RAVI,Sidhnai,25-Jun-19,15395,995
SUTLEJ,Sulemanki,25-Jun-19,13149,1240
SUTLEJ,Islam,25-Jun-19,400,Nil
INDUS,Kalabagh,25-Jun-19,204067,196067
INDUS,Chashma,25-Jun-19,166666,160166
INDUS,Taunsa,25-Jun-19,154430,139421
INDUS,Guddu,25-Jun-19,123049,89630
INDUS,Sukkar,25-Jun-19,78215,36100
INDUS,Kotri,25-Jun-19,18565,NR
JHELUM,Kotli,25-Jun-19,-,3900
JHELUM,Mangla,25-Jun-19,56000,78197
JHELUM,Rasul,25-Jun-19,111591,89566
CHENAB,Jammu Tavi,25-Jun-19,-,-
CHENAB,Marala,25-Jun-19,45809,15286
CHENAB,Khanki,25-Jun-19,21332,13832
CHENAB,Qadirabad,25-Jun-19,27399,5399
CHENAB,Trimmu,25-Jun-19,70657,57219
CHENAB,Punjnad,25-Jun-19,36152,23052
RAVI,Jassar,25-Jun-19,-,1941
RAVI,Balloki,25-Jun-19,35580,5580
RAVI,Sidhnai,25-Jun-19,15595,995
SUTLEJ,Sulemanki,25-Jun-19,13149,1240
SUTLEJ,Islam,25-Jun-19,NIL,NR
INDUS,Kalabagh,26-Jun-19,173333,165333
INDUS,Chashma,26-Jun-19,166118,159618
INDUS,Taunsa,26-Jun-19,146265,131521
INDUS,Guddu,26-Jun-19,123930,90033
INDUS,Sukkar,26-Jun-19,76701,36006
INDUS,Kotri,26-Jun-19,19165,NR
JHELUM,Kotli,26-Jun-19,-,3780
JHELUM,Mangla,26-Jun-19,55000,73689
JHELUM,Rasul,26-Jun-19,103629,81604
CHENAB,Jammu Tavi,26-Jun-19,-,-
CHENAB,Marala,26-Jun-19,45809,15286
CHENAB,Khanki,26-Jun-19,22446,14946
CHENAB,Qadirabad,26-Jun-19,30027,8027
CHENAB,Trimmu,26-Jun-19,72135,58535
CHENAB,Punjnad,26-Jun-19,37652,23052
RAVI,Jassar,26-Jun-19,-,2035
RAVI,Balloki,26-Jun-19,36455,6455
RAVI,Sidhnai,26-Jun-19,15595,995
SUTLEJ,Sulemanki,26-Jun-19,13149,1240
SUTLEJ,Islam,26-Jun-19,NR,NR
INDUS,Kalabagh,26-Jun-19,173333,165333
INDUS,Chashma,26-Jun-19,183710,177210
INDUS,Taunsa,26-Jun-19,146265,131521
INDUS,Guddu,26-Jun-19,123930,90033
INDUS,Sukkar,26-Jun-19,76701,36006
INDUS,Kotri,26-Jun-19,19165,Nil
JHELUM,Kotli,26-Jun-19,-,4150
JHELUM,Mangla,26-Jun-19,55000,86985
JHELUM,Rasul,26-Jun-19,91213,69188
CHENAB,Jammu Tavi,26-Jun-19,-,-
CHENAB,Marala,26-Jun-19,49583,19060
CHENAB,Khanki,26-Jun-19,21332,13832
CHENAB,Qadirabad,26-Jun-19,30027,8027
CHENAB,Trimmu,26-Jun-19,72135,58535
CHENAB,Punjnad,26-Jun-19,38542,23942
RAVI,Jassar,26-Jun-19,-,1753
RAVI,Balloki,26-Jun-19,36455,6455
RAVI,Sidhnai,26-Jun-19,16583,1983
SUTLEJ,Sulemanki,26-Jun-19,13149,1240
SUTLEJ,Islam,26-Jun-19,Nil,Nil
INDUS,Kalabagh,26-Jun-19,201004,193004
INDUS,Chashma,26-Jun-19,183735,177235
INDUS,Taunsa,26-Jun-19,146265,131521
INDUS,Guddu,26-Jun-19,123930,90033
INDUS,Sukkar,26-Jun-19,76701,36006
INDUS,Kotri,26-Jun-19,19165,NiL
JHELUM,Kotli,26-Jun-19,-,4020
JHELUM,Mangla,26-Jun-19,54000,65207
JHELUM,Rasul,26-Jun-19,77308,55283
CHENAB,Jammu Tavi,26-Jun-19,-,-
CHENAB,Marala,26-Jun-19,49583,19060
CHENAB,Khanki,26-Jun-19,15717,8217
CHENAB,Qadirabad,26-Jun-19,32614,10614
CHENAB,Trimmu,26-Jun-19,74320,60720
CHENAB,Punjnad,26-Jun-19,38542,23942
RAVI,Jassar,26-Jun-19,-,1660
RAVI,Balloki,26-Jun-19,36455,6455
RAVI,Sidhnai,26-Jun-19,16583,1983
SUTLEJ,Sulemanki,26-Jun-19,13198,1240
SUTLEJ,Islam,26-Jun-19,NiL,NiL
INDUS,Kalabagh,26-Jun-19,197244,189244
INDUS,Chashma,26-Jun-19,183505,177005
INDUS,Taunsa,26-Jun-19,146265,131521
INDUS,Guddu,26-Jun-19,123930,90033
INDUS,Sukkar,26-Jun-19,76701,36006
INDUS,Kotri,26-Jun-19,19165,NR
JHELUM,Kotli,26-Jun-19,-,3900
JHELUM,Mangla,26-Jun-19,51000,63373
JHELUM,Rasul,26-Jun-19,77308,55283
CHENAB,Jammu Tavi,26-Jun-19,-,-
CHENAB,Marala,26-Jun-19,49583,19060
CHENAB,Khanki,26-Jun-19,21500,13832
CHENAB,Qadirabad,26-Jun-19,30027,8027
CHENAB,Trimmu,26-Jun-19,74519,60919
CHENAB,Punjnad,26-Jun-19,38542,23942
RAVI,Jassar,26-Jun-19,-,1847
RAVI,Balloki,26-Jun-19,36255,6455
RAVI,Sidhnai,26-Jun-19,15822,1322
SUTLEJ,Sulemanki,26-Jun-19,13246,1240
SUTLEJ,Islam,26-Jun-19,NIL,NR
INDUS,Kalabagh,27-Jun-19,169677,161677
INDUS,Chashma,27-Jun-19,182965,176465
INDUS,Taunsa,27-Jun-19,149536,134434
INDUS,Guddu,27-Jun-19,125604,91707
INDUS,Sukkar,27-Jun-19,78115,37020
INDUS,Kotri,27-Jun-19,20650,NR
JHELUM,Kotli,27-Jun-19,-,3780
JHELUM,Mangla,27-Jun-19,51000,58873
JHELUM,Rasul,27-Jun-19,65160,43135
CHENAB,Jammu Tavi,27-Jun-19,-,-
CHENAB,Marala,27-Jun-19,53357,22834
CHENAB,Khanki,27-Jun-19,20423,12755
CHENAB,Qadirabad,27-Jun-19,32614,10614
CHENAB,Trimmu,27-Jun-19,75080,61480
CHENAB,Punjnad,27-Jun-19,38542,23942
RAVI,Jassar,27-Jun-19,-,1941
RAVI,Balloki,27-Jun-19,37855,6455
RAVI,Sidhnai,27-Jun-19,16483,1983
SUTLEJ,Sulemanki,27-Jun-19,13246,1240
SUTLEJ,Islam,27-Jun-19,NR,NR
INDUS,Kalabagh,27-Jun-19,185403,177403
INDUS,Chashma,27-Jun-19,181475,174975
INDUS,Taunsa,27-Jun-19,149536,134434
INDUS,Guddu,27-Jun-19,125604,91707
INDUS,Sukkar,27-Jun-19,78115,37020
INDUS,Kotri,27-Jun-19,20650,NiL
JHELUM,Kotli,27-Jun-19,-,3900
JHELUM,Mangla,27-Jun-19,50000,66919
JHELUM,Rasul,27-Jun-19,72970,50945
CHENAB,Jammu Tavi,27-Jun-19,-,-
CHENAB,Marala,27-Jun-19,45809,15286
CHENAB,Khanki,27-Jun-19,16087,8419
CHENAB,Qadirabad,27-Jun-19,31324,9324
CHENAB,Trimmu,27-Jun-19,75080,61480
CHENAB,Punjnad,27-Jun-19,41173,26473
RAVI,Jassar,27-Jun-19,-,1847
RAVI,Balloki,27-Jun-19,37580,5580
RAVI,Sidhnai,27-Jun-19,16483,1983
SUTLEJ,Sulemanki,27-Jun-19,13246,1240
SUTLEJ,Islam,27-Jun-19,NiL,NiL
INDUS,Kalabagh,27-Jun-19,197384,189384
INDUS,Chashma,27-Jun-19,174580,168080
INDUS,Taunsa,27-Jun-19,149536,134434
INDUS,Guddu,27-Jun-19,125604,91707
INDUS,Sukkar,27-Jun-19,78115,37020
INDUS,Kotri,27-Jun-19,20650,NiL
JHELUM,Kotli,27-Jun-19,-,3780
JHELUM,Mangla,27-Jun-19,50000,71419
JHELUM,Rasul,27-Jun-19,65160,43135
CHENAB,Jammu Tavi,27-Jun-19,-,-
CHENAB,Marala,27-Jun-19,45809,15286
CHENAB,Khanki,27-Jun-19,25189,17521
CHENAB,Qadirabad,27-Jun-19,27399,5399
CHENAB,Trimmu,27-Jun-19,75080,61480
CHENAB,Punjnad,27-Jun-19,41123,26473
RAVI,Jassar,27-Jun-19,-,1566
RAVI,Balloki,27-Jun-19,37880,5580
RAVI,Sidhnai,27-Jun-19,17144,2644
SUTLEJ,Sulemanki,27-Jun-19,13246,1240
SUTLEJ,Islam,27-Jun-19,NiL,NiL
INDUS,Kalabagh,27-Jun-19,178720,170720
INDUS,Chashma,27-Jun-19,175784,167869
INDUS,Taunsa,27-Jun-19,149536,134434
INDUS,Guddu,27-Jun-19,125604,91707
INDUS,Sukkar,27-Jun-19,78115,37020
INDUS,Kotri,27-Jun-19,20650,NR
JHELUM,Kotli,27-Jun-19,-,3900
JHELUM,Mangla,27-Jun-19,52000,69274
JHELUM,Rasul,27-Jun-19,61255,39230
CHENAB,Jammu Tavi,27-Jun-19,-,-
CHENAB,Marala,27-Jun-19,49583,19060
CHENAB,Khanki,27-Jun-19,28314,20646
CHENAB,Qadirabad,27-Jun-19,35207,13207
CHENAB,Trimmu,27-Jun-19,75080,61480
CHENAB,Punjnad,27-Jun-19,41123,26473
RAVI,Jassar,27-Jun-19,-,1660
RAVI,Balloki,27-Jun-19,37880,5580
RAVI,Sidhnai,27-Jun-19,15161,661
SUTLEJ,Sulemanki,27-Jun-19,13246,1240
SUTLEJ,Islam,27-Jun-19,NIL,NR
INDUS,Kalabagh,28-Jun-19,151802,143802
INDUS,Chashma,28-Jun-19,174528,168028
INDUS,Taunsa,28-Jun-19,156275,141081
INDUS,Guddu,28-Jun-19,128983,95086
INDUS,Sukkar,28-Jun-19,80055,37755
INDUS,Kotri,28-Jun-19,21320,NR
JHELUM,Kotli,28-Jun-19,-,3900
JHELUM,Mangla,28-Jun-19,51000,67225
JHELUM,Rasul,28-Jun-19,69065,47040
CHENAB,Jammu Tavi,28-Jun-19,-,-
CHENAB,Marala,28-Jun-19,45809,15286
CHENAB,Khanki,28-Jun-19,22902,15234
CHENAB,Qadirabad,28-Jun-19,39049,17049
CHENAB,Trimmu,28-Jun-19,75080,61480
CHENAB,Punjnad,28-Jun-19,41123,26473
RAVI,Jassar,28-Jun-19,-,1753
RAVI,Balloki,28-Jun-19,37880,5580
RAVI,Sidhnai,28-Jun-19,16483,1983
SUTLEJ,Sulemanki,28-Jun-19,13879,4371
SUTLEJ,Islam,28-Jun-19,NR,NR
INDUS,Kalabagh,28-Jun-19,173333,165333
INDUS,Chashma,28-Jun-19,170491,163991
INDUS,Taunsa,28-Jun-19,156257,139812
INDUS,Guddu,28-Jun-19,128983,95086
INDUS,Sukkar,28-Jun-19,80055,37755
INDUS,Kotri,28-Jun-19,21320,NiL
JHELUM,Kotli,28-Jun-19,-,4530
JHELUM,Mangla,28-Jun-19,50000,71725
JHELUM,Rasul,28-Jun-19,69065,47040
CHENAB,Jammu Tavi,28-Jun-19,-,-
CHENAB,Marala,28-Jun-19,45809,15286
CHENAB,Khanki,28-Jun-19,16087,8419
CHENAB,Qadirabad,28-Jun-19,33928,11328
CHENAB,Trimmu,28-Jun-19,75080,61480
CHENAB,Punjnad,28-Jun-19,41023,26473
RAVI,Jassar,28-Jun-19,-,1660
RAVI,Balloki,28-Jun-19,38080,5580
RAVI,Sidhnai,28-Jun-19,15161,661
SUTLEJ,Sulemanki,28-Jun-19,13879,4371
SUTLEJ,Islam,28-Jun-19,NiL,NiL
INDUS,Kalabagh,28-Jun-19,183494,175494
INDUS,Chashma,28-Jun-19,176716,171880
INDUS,Taunsa,28-Jun-19,156257,139812
INDUS,Guddu,28-Jun-19,128983,95086
INDUS,Sukkar,28-Jun-19,80055,37755
INDUS,Kotri,28-Jun-19,21320,Nil
JHELUM,Kotli,28-Jun-19,-,4150
JHELUM,Mangla,28-Jun-19,50000,45615
JHELUM,Rasul,28-Jun-19,69065,47040
CHENAB,Jammu Tavi,28-Jun-19,-,-
CHENAB,Marala,28-Jun-19,45809,15286
CHENAB,Khanki,28-Jun-19,13266,5598
CHENAB,Qadirabad,28-Jun-19,31324,9324
CHENAB,Trimmu,28-Jun-19,75080,61480
CHENAB,Punjnad,28-Jun-19,41023,26473
RAVI,Jassar,28-Jun-19,-,1753
RAVI,Balloki,28-Jun-19,38080,5580
RAVI,Sidhnai,28-Jun-19,15261,661
SUTLEJ,Sulemanki,28-Jun-19,14908,5400
SUTLEJ,Islam,28-Jun-19,400,Nil
INDUS,Kalabagh,28-Jun-19,197244,189244
INDUS,Chashma,28-Jun-19,176052,170967
INDUS,Taunsa,28-Jun-19,156257,139812
INDUS,Guddu,28-Jun-19,128983,95086
INDUS,Sukkar,28-Jun-19,80055,37755
INDUS,Kotri,28-Jun-19,21320,NR
JHELUM,Kotli,28-Jun-19,-,4150
JHELUM,Mangla,28-Jun-19,50000,31415
JHELUM,Rasul,28-Jun-19,69065,47040
CHENAB,Jammu Tavi,28-Jun-19,-,-
CHENAB,Marala,28-Jun-19,45809,15286
CHENAB,Khanki,28-Jun-19,22902,15234
CHENAB,Qadirabad,28-Jun-19,26074,4074
CHENAB,Trimmu,28-Jun-19,75080,61480
CHENAB,Punjnad,28-Jun-19,41023,26473
RAVI,Jassar,28-Jun-19,-,1941
RAVI,Balloki,28-Jun-19,38080,5580
RAVI,Sidhnai,28-Jun-19,15361,661
SUTLEJ,Sulemanki,28-Jun-19,14908,5400
SUTLEJ,Islam,28-Jun-19,400,NR
INDUS,Kalabagh,29-Jun-19,151802,143802
INDUS,Chashma,29-Jun-19,174528,168028
INDUS,Taunsa,29-Jun-19,156275,141081
INDUS,Guddu,29-Jun-19,128983,95086
