River,Gauge Site,Date,Time,Up Stream Gauge,Up Stream Discharge,Down Stream Gauge,Down Stream Discharge,Flood Limit in Lac Cusecs (Low),Flood Limit in Lac Cusecs (Med),Flood Limit in Lac Cusecs (High),Flood Limit in Lac Cusecs     (V High),Flood Limit in Lac Cusecs     (Except. High),Remarks,,
INDUS,Kalabagh,16-Jun-2025,18:00 Hrs,693.50,194070,679.50,186304,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,16-Jun-2025,18:00 Hrs,643.80,189414,613.40,174934,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,16-Jun-2025,18:00 Hrs,446.50,162605,429.40,137105,2.50,3.75,5.00,6.50,,Normal,,
INDUS,Ghazi ghat*,16-Jun-2025,18:00 Hrs,-,-,391.90,-,-,-,-,-,-,-,,
INDUS,Guddu,16-Jun-2025,18:00 Hrs,257.00,121373,248.60,90219,2.00,3.50,5.00,7.00,9.00,Normal,,
INDUS,Sukkar,16-Jun-2025,18:00 Hrs,199,84740,189.2,35800,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,16-Jun-2025,18:00 Hrs,68.90,46370,44.40,11045,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,16-Jun-2025,18:00 Hrs,-,-,7.20,2060,-,-,-,-,-,-,,
JHELUM,Chattar kalas,16-Jun-2025,18:00 Hrs,-,-,17.60,32510,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,16-Jun-2025,18:00 Hrs,1167.55,30000,-,15000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,16-Jun-2025,18:00 Hrs,718.80,14497,691.50,Nil,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,16-Jun-2025,18:00 Hrs,-,-,585.00,2018,-,-,-,-,-,-,,
CHENAB,Marala,16-Jun-2025,18:00 Hrs,812.00,46136,795.00,15286,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,16-Jun-2025,18:00 Hrs,732.00,11056,716.70,1860,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,16-Jun-2025,18:00 Hrs,700.00,34601,683.10,16101,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,16-Jun-2025,18:00 Hrs,-,-,584.70,7781,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,16-Jun-2025,18:00 Hrs,491.50,36055,481.50,20150,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,16-Jun-2025,18:00 Hrs,337.00,7500,322.50,Nil,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,16-Jun-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,16-Jun-2025,18:00 Hrs,-,-,774.10,376,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,16-Jun-2025,18:00 Hrs,-,-,696.00,7920,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,16-Jun-2025,18:00 Hrs,-,-,671.90,13304,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,16-Jun-2025,18:00 Hrs,633.00,32640,618.70,6340,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,16-Jun-2025,18:00 Hrs,467.00,14700,451.50,-,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,16-Jun-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,16-Jun-2025,18:00 Hrs,-,-,9.00,360,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,16-Jun-2025,18:00 Hrs,-,-,610.20,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,16-Jun-2025,18:00 Hrs,569.00,14494,558.60,2870,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,16-Jun-2025,18:00 Hrs,455.00,1650,434.20,Nil,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,16-Jun-2025,18:00 Hrs,415.50,-,414.00,-,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,16-Jun-2025,18:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,16-Jun-2025,18:00 Hrs, - , - ,875.20,18,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,16-Jun-2025,18:00 Hrs,-,-,884.00,Nil,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,16-Jun-2025,18:00 Hrs, - , - ,813.30,106,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,16-Jun-2025,18:00 Hrs,-,-,776.00,Nil,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,16-Jun-2025,18:00 Hrs,-,-,756.60,192,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,16-Jun-2025,18:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,16-Jun-2025,18:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,16-Jun-2025,23:59 Hrs,-,-,NR,NR,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,16-Jun-2025,23:59 Hrs,NR,NR,NR,NR,2.50,3.75,5.00,6.50,,Normal,,
INDUS,khairabad,16-Jun-2025,23:59 Hrs,-,-,NR,NR,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,16-Jun-2025,23:59 Hrs,693.50,176756,679.20,168990,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,16-Jun-2025,23:59 Hrs,NR,NR,NR,NR,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,16-Jun-2025,23:59 Hrs,446.50,162605,429.40,137105,2.50,3.75,5.00,6.50,,Normal,,
INDUS,Ghazi ghat*,16-Jun-2025,23:59 Hrs,-,-,392.00,-,-,-,-,-,-,-,,
INDUS,Guddu,16-Jun-2025,23:59 Hrs,NR,NR,NR,NR,2.00,3.50,5.00,7.00,9.00,Normal,,
INDUS,Sukkar,16-Jun-2025,23:59 Hrs,NR,NR,NR,NR,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,16-Jun-2025,23:59 Hrs,NR,NR,NR,NR,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,16-Jun-2025,23:59 Hrs,-,-,NR,NR,-,-,-,-,-,-,,
JHELUM,Chattar kalas,16-Jun-2025,23:59 Hrs,-,-,NR,NR,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,16-Jun-2025,23:59 Hrs,NR,NR,-,NR,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,16-Jun-2025,23:59 Hrs,718.60,11751,691.50,-,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,16-Jun-2025,23:59 Hrs,-,-,584.80,1816,-,-,-,-,-,-,,
CHENAB,Marala,16-Jun-2025,23:59 Hrs,812.00,46136,795.00,15286,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,16-Jun-2025,23:59 Hrs,732.00,11056,716.70,1860,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,16-Jun-2025,23:59 Hrs,700.00,34601,686.10,16101,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,16-Jun-2025,23:59 Hrs,-,-,584.70,9120,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,16-Jun-2025,23:59 Hrs,490.70,20297,479.60,5297,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,16-Jun-2025,23:59 Hrs,337.00,7500,322.50,-,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,16-Jun-2025,23:59 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,16-Jun-2025,23:59 Hrs,-,-,774.10,376,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,16-Jun-2025,23:59 Hrs,-,-,696.10,8488,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,16-Jun-2025,23:59 Hrs,-,-,671.90,13304,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,16-Jun-2025,23:59 Hrs,633.00,32170,618.80,6870,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,16-Jun-2025,23:59 Hrs,467.00,15500,451.50,-,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,16-Jun-2025,23:59 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,16-Jun-2025,23:59 Hrs,-,-,9.00,360,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,16-Jun-2025,23:59 Hrs,-,-,610.20,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,16-Jun-2025,23:59 Hrs,569.00,14161,558.50,2654,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,16-Jun-2025,23:59 Hrs,455.00,1650,434.20,Nil,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,16-Jun-2025,23:59 Hrs,415.50,-,414.00,-,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,16-Jun-2025,23:59 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,16-Jun-2025,23:59 Hrs,-,-,875.20,18,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,16-Jun-2025,23:59 Hrs,-,-,884.00,-,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,16-Jun-2025,23:59 Hrs,-,-,813.30,106,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,16-Jun-2025,23:59 Hrs,-,-,776.00,-,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,16-Jun-2025,23:59 Hrs,-,-,756.60,192,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,16-Jun-2025,23:59 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,16-Jun-2025,23:59 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,17-Jun-2025,06:00 Hrs,-,-,4.72,21800,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,17-Jun-2025,06:00 Hrs,1451.78,162000,-,152200,2.50,3.75,5.00,6.50,,Normal,,
INDUS,khairabad,17-Jun-2025,06:00 Hrs,-,-,14.00,168300,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,17-Jun-2025,06:00 Hrs,693.50,176756,679.20,168990,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,17-Jun-2025,06:00 Hrs,643.70,189199,613.40,174719,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,17-Jun-2025,06:00 Hrs,446.50,162605,429.40,137105,2.50,3.75,5.00,6.50,,Normal,,
INDUS,Ghazi ghat*,17-Jun-2025,06:00 Hrs,-,-,392.00,-,-,-,-,-,-,-,,
INDUS,Guddu,17-Jun-2025,06:00 Hrs,257.00,121373,248.60,90219,2.00,3.50,5.00,7.00,9.00,Normal,,
INDUS,Sukkar,17-Jun-2025,06:00 Hrs,199.20,8588,189.50,36190,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,17-Jun-2025,06:00 Hrs,68.90,42794,43.20,7469,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,17-Jun-2025,06:00 Hrs,-,-,7.30,2200,-,-,-,-,-,-,,
JHELUM,Chattar kalas,17-Jun-2025,06:00 Hrs,-,-,17.80,33170,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,17-Jun-2025,06:00 Hrs,1167.75,25000,-,15000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,17-Jun-2025,06:00 Hrs,718.80,9481,691.50,-,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,17-Jun-2025,06:00 Hrs,-,-,585.20,2218,-,-,-,-,-,-,,
CHENAB,Marala,17-Jun-2025,06:00 Hrs,812.00,46136,795.00,15286,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,17-Jun-2025,06:00 Hrs,732.00,11056,716.70,1860,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,17-Jun-2025,06:00 Hrs,700.00,34601,693.40,18500,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,17-Jun-2025,06:00 Hrs,-,-,584.70,8785,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,17-Jun-2025,06:00 Hrs,490.70,20297,479.60,5297,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,17-Jun-2025,06:00 Hrs,337.00,7500,322.50,-,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,17-Jun-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,17-Jun-2025,06:00 Hrs,-,-,774.10,376,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,17-Jun-2025,06:00 Hrs,-,-,696.10,8488,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,17-Jun-2025,06:00 Hrs,-,-,671.90,13304,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,17-Jun-2025,06:00 Hrs,633.00,32170,618.80,6870,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,17-Jun-2025,06:00 Hrs,467.00,15500,451.50,-,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,17-Jun-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,17-Jun-2025,06:00 Hrs,-,-,9.00,360,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,17-Jun-2025,06:00 Hrs,-,-,610.20,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,17-Jun-2025,06:00 Hrs,569.00,14161,558.50,2654,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,17-Jun-2025,06:00 Hrs,455.00,1650,434.20,Nil,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,17-Jun-2025,06:00 Hrs,415.50,-,414.00,-,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,17-Jun-2025,06:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,17-Jun-2025,06:00 Hrs,-,-,875.20,18,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,17-Jun-2025,06:00 Hrs,-,-,884.00,-,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,17-Jun-2025,06:00 Hrs,-,-,813.30,106,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,17-Jun-2025,06:00 Hrs,-,-,NR,NR,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,17-Jun-2025,06:00 Hrs,-,-,NR,NR,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,17-Jun-2025,06:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,17-Jun-2025,06:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,17-Jun-2025,12:00 Hrs,-,-,4.62,21400,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,17-Jun-2025,12:00 Hrs,1452.02,169000,-,150500,2.50,3.75,5.00,6.50,,Normal,,
INDUS,khairabad,17-Jun-2025,12:00 Hrs,-,-,13.50,162900,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,17-Jun-2025,12:00 Hrs,693.50,195451,679.50,187685,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,17-Jun-2025,12:00 Hrs,643.70,189535,613.40,175055,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,17-Jun-2025,12:00 Hrs,446.50,158775,429.30,33869,2.50,3.75,5.00,6.50,,Normal,,
INDUS,Ghazi ghat*,17-Jun-2025,12:00 Hrs,-,-,391.90,-,-,-,-,-,-,-,,
INDUS,Guddu,17-Jun-2025,12:00 Hrs,257.00,121373,248.60,90219,2.00,3.50,5.00,7.00,9.00,Normal,,
INDUS,Sukkar,17-Jun-2025,12:00 Hrs,199.20,85880,189.50,36190,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,17-Jun-2025,12:00 Hrs,68.90,42794,43.20,7469,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,17-Jun-2025,12:00 Hrs,-,-,7.40,2360,-,-,-,-,-,-,,
JHELUM,Chattar kalas,17-Jun-2025,12:00 Hrs,-,-,17.50,32190,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,17-Jun-2025,12:00 Hrs,1167.85,24000,-,15000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,17-Jun-2025,12:00 Hrs,719.00,8629,691.50,-,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,17-Jun-2025,12:00 Hrs,-,-,585.50,2519,-,-,-,-,-,-,,
CHENAB,Marala,17-Jun-2025,12:00 Hrs,812.00,46136,795.00,15286,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,17-Jun-2025,12:00 Hrs,733.00,35728,722.50,27553,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,17-Jun-2025,12:00 Hrs,700.00,34357,685.00,5857,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,17-Jun-2025,12:00 Hrs,-,-,584.70,7781,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,17-Jun-2025,12:00 Hrs,490.70,21299,479.80,6299,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,17-Jun-2025,12:00 Hrs,337.00,32250,8000.00,-,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,17-Jun-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,17-Jun-2025,12:00 Hrs,-,-,774.20,466,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,17-Jun-2025,12:00 Hrs,-,-,696.10,8488,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,17-Jun-2025,12:00 Hrs,-,-,671.60,8249,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,17-Jun-2025,12:00 Hrs,633.00,32170,618.80,6870,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,17-Jun-2025,12:00 Hrs,467.00,15500,584.60,8450,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,17-Jun-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,17-Jun-2025,12:00 Hrs,-,-,9.00,360,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,17-Jun-2025,12:00 Hrs,-,-,610.20,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,17-Jun-2025,12:00 Hrs,569.00,14161,558.50,2654,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,17-Jun-2025,12:00 Hrs,455.00,1650,434.20,Nil,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,17-Jun-2025,12:00 Hrs,415.50,-,414.00,-,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,17-Jun-2025,12:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,17-Jun-2025,12:00 Hrs,-,-,875.20,18,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,17-Jun-2025,12:00 Hrs,-,-,884.00,-,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,17-Jun-2025,12:00 Hrs,-,-,813.30,106,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,17-Jun-2025,12:00 Hrs,-,-,777.00,-,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,17-Jun-2025,12:00 Hrs,-,-,739.10,270,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,17-Jun-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,17-Jun-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,17-Jun-2025,18:00 Hrs,-,-,4.50,20900,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,17-Jun-2025,18:00 Hrs,1452.28,169000,-,152000,2.50,3.75,5.00,6.50,,Normal,,
INDUS,khairabad,17-Jun-2025,18:00 Hrs,-,-,13.40,161800,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,17-Jun-2025,18:00 Hrs,693.50,175756,679.20,167840,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,17-Jun-2025,18:00 Hrs,643.50,188103,613.40,174929,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,17-Jun-2025,18:00 Hrs,446.50,162605,429.40,137105,2.50,3.75,5.00,6.50,,Normal,,
INDUS,Ghazi ghat*,17-Jun-2025,18:00 Hrs,-,-,392.00,-,-,-,-,-,-,-,,
INDUS,Guddu,17-Jun-2025,18:00 Hrs,257.20,122501,248.70,90993,2.00,3.50,5.00,7.00,9.00,Normal,,
INDUS,Sukkar,17-Jun-2025,18:00 Hrs,199.20,85880,189.50,36190,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,17-Jun-2025,18:00 Hrs,68.90,42794,43.20,7469,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,17-Jun-2025,18:00 Hrs,-,-,7.30,2200,-,-,-,-,-,-,,
JHELUM,Chattar kalas,17-Jun-2025,18:00 Hrs,-,-,17.50,32190,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,17-Jun-2025,18:00 Hrs,1167.95,22000,-,15000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,17-Jun-2025,18:00 Hrs,719.00,8527,691.50,Nil,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,17-Jun-2025,18:00 Hrs,-,-,585.50,2519,-,-,-,-,-,-,,
CHENAB,Marala,17-Jun-2025,18:00 Hrs,812.00,49960,795.00,19060,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,17-Jun-2025,18:00 Hrs,733.00,40077,723.10,31902,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,17-Jun-2025,18:00 Hrs,700.00,34601,685.00,18500,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,17-Jun-2025,18:00 Hrs,-,-,584.80,9120,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,17-Jun-2025,18:00 Hrs,490.70,21299,479.90,6299,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,17-Jun-2025,18:00 Hrs,337.00,8000,322.50,Nil,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,17-Jun-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,17-Jun-2025,18:00 Hrs,-,-,774.20,466,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,17-Jun-2025,18:00 Hrs,-,-,696.10,8488,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,17-Jun-2025,18:00 Hrs,-,-,671.60,8249,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,17-Jun-2025,18:00 Hrs,633.00,32470,618.80,7100,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,17-Jun-2025,18:00 Hrs,467.00,15500,451.50,Nil,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,17-Jun-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,17-Jun-2025,18:00 Hrs,-,-,6.00,-,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,17-Jun-2025,18:00 Hrs,-,-,610.20,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,17-Jun-2025,18:00 Hrs,569.00,14161,558.50,2654,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,17-Jun-2025,18:00 Hrs,455.00,1820,434.20,Nil,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,17-Jun-2025,18:00 Hrs,415.50,Nil,414.00,Nil,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,17-Jun-2025,18:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,17-Jun-2025,18:00 Hrs,-,-,875.20,18,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,17-Jun-2025,18:00 Hrs,-,-,884.00,Nil,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,17-Jun-2025,18:00 Hrs,-,-,813.20,86,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,17-Jun-2025,18:00 Hrs,-,-,777.00,Nil,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,17-Jun-2025,18:00 Hrs,-,-,736.60,192,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,17-Jun-2025,18:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,17-Jun-2025,18:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,17-Jun-2025,23:59 Hrs,-,-,4.43,20600,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,17-Jun-2025,23:59 Hrs,1452.50,169000,-,152100,2.50,3.75,5.00,6.50,,Normal,,
INDUS,khairabad,17-Jun-2025,23:59 Hrs,-,-,13.20,159700,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,17-Jun-2025,23:59 Hrs,693.50,166151,678.90,158235,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,17-Jun-2025,23:59 Hrs,643.40,190727,613.40,174941,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,17-Jun-2025,23:59 Hrs,446.50,164958,429.50,139094,2.50,3.75,5.00,6.50,,Normal,,
INDUS,Ghazi ghat*,17-Jun-2025,23:59 Hrs,-,-,392.00,-,-,-,-,-,-,-,,
INDUS,Guddu,17-Jun-2025,23:59 Hrs,257.20,122501,248.70,90993,2.00,3.50,5.00,7.00,9.00,Normal,,
INDUS,Sukkar,17-Jun-2025,23:59 Hrs,199.20,85880,189.50,36190,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,17-Jun-2025,23:59 Hrs,68.90,42794,43.20,7469,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,17-Jun-2025,23:59 Hrs,-,-,7.30,2200,-,-,-,-,-,-,,
